file	type	nsrc	X	Y	Vx	Vy	Cov	json	is_doppel	doppel_src	doppel_how	doppel_crot
Stim91.png	Ellipse	3	-0.210993587253188	-0.052274036902055	0.004268025208452	0.001089700052459	0.000570759230501	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.33750309011898011,-0.090050152342401865,-0.12997360430092542],[-0.066211007805207014,0.0090108588831011791,-0.11489215075165321]],'Sigma':[[[0.0093318951907413114,0.01310367394728096,0.019749422531769444],[0.0012701498145985903,0.00099880082162068641,0.0029017979103226413]],[[0.0012701498145985903,0.00099880082162068641,0.0029017979103226413],[0.0013364383173234216,0.019050946282170189,0.013818469627078018]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim92.png	Ellipse	3	0.233631579495934	-0.075556642048323	0.00174589325425	0.005483858469584	-0.00097881807217	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[0.22302787654901571,0.24696629169586803,0.2776150591711955],[-0.073968891584075838,0.054425081282609936,-0.13116840334764515]],'Sigma':[[[0.010409965492281931,0.0037888163005544402,0.011915728550219414],[-0.0082822147141324316,0.006382384727802057,-0.010371530985992557]],[[-0.0082822147141324316,0.006382384727802057,-0.010371530985992557],[0.021957516457814564,0.054877524088099247,0.017730786322387202]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim93.png	Ellipse	3	0.021724028393857	-0.289472981169185	0.003344825146291	0.002650126796342	-0.000801115349074	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[0.033901406470565713,0.050152080561999449,0.18463065781586985],[-0.16512837315820936,-0.14985748054820541,-0.4151161683585215]],'Sigma':[[[0.0073074540332155064,0.014676714593874783,0.021496220755574634],[0.0020731138538435693,0.0045199604061108263,-0.00982243654061978]],[[0.0020731138538435693,0.0045199604061108263,-0.00982243654061978],[0.0193945964827893,0.016981155281494423,0.00794280091599692]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim94.png	Ellipse	3	-0.22698139211061	0.023445627869256	0.00292775424569	0.001635746357347	-1.13385635571074E-05	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.27088834498237907,-0.22326338726230804,-0.19909703384459765],[0.053780245691421591,-0.023743003202747637,0.057666879737855975]],'Sigma':[[[0.00981993272598473,0.015265653903772956,0.0058076726045547256],[0.00071583585944671178,-0.00049565625329109928,-0.0003924837657676548]],[[0.00071583585944671178,-0.00049565625329109928,-0.0003924837657676548],[0.0047566136869091388,0.0038797587525444687,0.0071708591091119451]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim95.png	Ellipse	3	-0.072311615325531	0.127796418529929	0.005344913456296	0.00379738025093	-0.000592380660629	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.12172294853434401,-0.11371683184669563,-0.054824423847237048],[0.32686320402504643,0.25879220464529412,0.047095032789038482]],'Sigma':[[[0.011824717190188455,0.0344469026116142,0.017025363195195892],[-0.007291088864551867,0.001692677190571844,-0.00028712697519923665]],[[-0.007291088864551867,0.001692677190571844,-0.00028712697519923665],[0.025747622408366866,0.021796299774796069,0.0057236079898329226]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim96.png	Ellipse	3	0.159258934576893	-0.236706707779968	0.001307711920925	0.003284181032404	-0.000784795580596	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[0.12548117182957813,0.18169339993482572,0.056180769347990163],[-0.21307795784800143,-0.28112309757600829,-0.31553513483821405]],'Sigma':[[[0.02120876914189114,0.0019926124268063866,0.014514974284061023],[-0.0012929486255102913,-0.0026378101983624658,0.0024000405113511988]],[[-0.0012929486255102913,-0.0026378101983624658,0.0024000405113511988],[0.0057815904616442286,0.0098991176447138889,0.041996152980664343]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim97.png	Ellipse	3	-0.128421824456243	-0.135396100563651	0.004713564691362	0.007675900392985	3.93071217034907E-05	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.12946224583672528,-0.089316048172915524,-0.30583438124338685],[-0.32857442063243947,-0.078828766490157673,0.25810194898213984]],'Sigma':[[[0.060661010754554247,0.01811156384855251,0.012809697637278041],[0.016622817061259516,0.015624985409641967,-0.011603706346317017]],[[0.016622817061259516,0.015624985409641967,-0.011603706346317017],[0.022197546838678157,0.047342986884958589,0.033201752085633453]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim98.png	Ellipse	3	-0.060647170900204	-0.289703389624574	0.003183304073866	0.004114472160897	8.51364963042796E-05	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.046686517049283283,-0.16664952853579457,-0.044998680749429296],[-0.13163406452790888,-0.3521337624725131,-0.30639277203582854]],'Sigma':[[[0.0054485160447646759,0.031565785242243585,0.010383654535690533],[0.00020626602935944302,-0.0055242787601587672,0.00093166003107788]],[[0.00020626602935944302,-0.0055242787601587672,0.00093166003107788],[0.023390776386481044,0.021179903116431732,0.0067087367603932465]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim99.png	Ellipse	3	-0.238375153920496	-0.177049203211201	0.003626144915668	0.003269462211579	0.001172346176558	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[-0.21990847544677455,-0.27309459806426278,-0.21359422927306487],[-0.17917333935850696,-0.27305813912694787,-0.10892687245820351]],'Sigma':[[[0.008922106522762499,0.014759567156808682,0.011134346697540208],[0.0016429561635110004,0.0036218905787908104,0.00530249116841595]],[[0.0016429561635110004,0.0036218905787908104,0.00530249116841595],[0.0092165050835269768,0.012350303619898723,0.0093494453175179352]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
Stim100.png	Ellipse	3	0.284440985588826	0.139477859907401	0.007303999580098	0.005633517540471	-0.001038975108498	{'n_interp':200,'bands':[0.5,0.95],'line_sz':1,'w_px':540,'h_px':540,'Mu':[[0.15790315314866271,0.29363119066252019,0.33411775342297356],[0.077083366831627517,0.23226685075045192,0.15371557062442776]],'Sigma':[[[0.040189378934801012,0.028292394296951896,0.013440831013125525],[-0.013140814774364839,-0.0052935840469257173,-0.00080885526068966357]],[[-0.013140814774364839,-0.0052935840469257173,-0.00080885526068966357],[0.027435808318765968,0.037990175976090459,0.0089734855867957333]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}	0	none	0	none
