file,type,nsrc,X,Y,Vx,Vy,Cov,json
Stim181.png,Scatter,3,0.216509576881388,0.152887655408537,0.00859616111292788,0.00269830797584367,-0.00108873346633514,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.30990199631113313,-0.0045889013919699628,0.33592888272255172],[0.30555838350326658,0.15673597508423787,0.0805014775731823]],'Sigma':[[[0.060907741099518069,0.034831150565339017,0.019198978503822902],[0.012938675496358212,-0.00395484496205388,-0.016095145216627544]],[[0.012938675496358212,-0.00395484496205388,-0.016095145216627544],[0.024885794405026529,0.0035936237547299597,0.050014799306443723]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim182.png,Scatter,3,0.115860333469482,-0.137225657809234,0.00296548081789891,0.0046340215490774,-2.19603680631199e-05,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.078685888969977191,0.21230595012470752,0.0580844175918536],[0.013094661915850431,-0.038813015048717509,-0.28511719309038247]],'Sigma':[[[0.00921007146478712,0.024815226042291378,0.0075880174092198723],[-0.00597855210109594,0.015524651964166084,0.0016001598945150858]],[[-0.00597855210109594,0.015524651964166084,0.0016001598945150858],[0.01657367004591255,0.02979682601831888,0.011801614090899085]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim183.png,Scatter,3,-0.128313373261408,-0.019255882360368,0.00438965084299946,0.00364787653702789,-0.000546201234470174,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.1217839742876539,-0.16417833511731883,-0.18369269985106576],[-0.0077671614563590008,0.012987792679320861,-0.12686105153121935]],'Sigma':[[[0.01443325051430922,0.035185032262480057,0.026645037280694506],[-0.001884731368988072,-0.02971199856059592,0.027316013955575216]],[[-0.001884731368988072,-0.02971199856059592,0.027316013955575216],[0.0061969486448708849,0.039822316790861234,0.051038243356469282]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim184.png,Scatter,3,0.172423417167538,0.0514858627474272,0.0026667282620957,0.00634755333918724,0.000639383594239719,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.1280824561719616,0.20780356848962234,0.21963294591434518],[-0.039400764300905236,0.27303272802639755,-0.0047370784276565686]],'Sigma':[[[0.0068627020097704319,0.013022173094431216,0.0071519095534515326],[-0.0017278480992532614,0.005427339219289117,0.0027750729895045442]],[[-0.0017278480992532614,0.005427339219289117,0.0027750729895045442],[0.025747785542308291,0.023704629133310357,0.014357316551366078]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim185.png,Scatter,3,-0.16000052614658,0.0371033873877909,0.00376335137519676,0.00378383970134339,0.000741597167208484,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.14748938145852411,-0.22784896424378803,-0.15108979799772818],[-0.018348505629527181,0.12768911629289509,0.12322717314229657]],'Sigma':[[[0.041752440994444272,0.022823977487731031,0.0054434904224111161],[0.01068572028326433,-0.00663607158581292,0.0021091401825662089]],[[0.01068572028326433,-0.00663607158581292,0.0021091401825662089],[0.0091082541162748713,0.023321138311351092,0.014852123690021226]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim186.png,Scatter,2,0.226744917764779,-0.140313393741861,0.00972546559620013,0.00705652836219792,-0.00444141619425148,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.31124025497846064,0.19450977739920647],[-0.23079483481437421,-0.10780939152516318]],'Sigma':[[[0.034184144667956287,0.013603401138223852],[-0.016580141032044072,-0.0060712563828280034]],[[-0.016580141032044072,-0.0060712563828280034],[0.026807843181735364,0.0095782497250197825]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim187.png,Scatter,3,0.226940199548884,0.147147143331788,0.00174113219142558,0.00306953963222807,0.000116188184676676,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.29135481278174274,-0.30185231806711715,0.2439296774287141],[0.17347340830482955,-0.050880857859949669,0.20671092703878255]],'Sigma':[[[0.032281894137699579,0.04890339736775471,0.0019213362786572664],[-0.0025768651260044463,0.0040977679588994256,0.00025028656988962476]],[[-0.0025768651260044463,0.0040977679588994256,0.00025028656988962476],[0.01249856181937907,0.01303880864855269,0.0060389590257955116]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim188.png,Scatter,3,0.1388587716855,-0.182631500325913,0.00737135804250406,0.00285899281346748,0.000579438123008623,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.0823329815709836,0.13256220677819786,0.303871267356633],[-0.18682268040022892,-0.081462716711144037,-0.23005265898881075]],'Sigma':[[[0.024012405637749819,0.017109187119004603,0.03562719382473644],[-0.0022549580219204473,0.0046885268514949771,0.0036844283438346309]],[[-0.0022549580219204473,0.0046885268514949771,0.0036844283438346309],[0.00808484338883891,0.011787743129701758,0.0078880028282947174]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim189.png,Scatter,2,-0.190931042777164,0.046995957841547,0.00406704218573813,0.00430514902377536,0.00205825423958227,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.035738750528254204,-0.18682194587543463],[-0.012358606397121975,0.098051912079626019]],'Sigma':[[[0.034661374616158806,0.0062733505855936339],[0.00037780326480244957,0.0055572672995671951]],[[0.00037780326480244957,0.0055572672995671951],[0.0075228820876399984,0.010689321993295097]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim190.png,Scatter,2,-0.159353517506359,0.167219292810313,0.0279875969468837,0.016983506548491,-0.00764512820269866,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.089084380756583814,-0.22570857958507617],[0.19373464414008026,0.15709760967020547]],'Sigma':[[[0.058393393589160382,0.053780165566177533],[-0.016910086319182772,-0.014170248032220556]],[[-0.016910086319182772,-0.014170248032220556],[0.045079164164734106,0.027402683512578383]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim191.png,Scatter,2,0.242758633797575,0.227601558231299,0.00423787057158401,0.00895659389875836,0.000159521215790428,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.31967130453244963,0.034441620944593659],[0.20505343311175631,0.30752490497104312]],'Sigma':[[[0.0060196627341881472,0.015224735818663696],[0.0013150859264912578,-0.0025639819209943796]],[[0.0013150859264912578,-0.0025639819209943796],[0.017092624427696164,0.019581718584283942]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim192.png,Scatter,2,-0.0617176047988801,-0.156007720910543,0.00301297079154151,0.00297068522032564,0.000258447245192121,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.04572255105229836,-0.089070731235281531],[-0.14034859503650807,-0.19525394626127612]],'Sigma':[[[0.0053124717628669693,0.0071530222011170642],[6.5684944820908946E-5,0.001722784035030354]],[[6.5684944820908946E-5,0.001722784035030354],[0.0043452384428955106,0.0095914565264990474]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim193.png,Scatter,3,0.238301840711467,-0.0192998583673913,0.00340696665603183,0.00348232941251767,7.52036592624662e-05,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.2492135626430198,0.24239538951985823,0.221311286394812],[0.035609845605086066,0.10923789444505076,-0.096022897317360079]],'Sigma':[[[0.011163672721851599,0.0060596032518785018,0.026951954147714313],[0.001369127808219473,-0.00019855258793434978,-0.0011469188744243515]],[[0.001369127808219473,-0.00019855258793434978,-0.0011469188744243515],[0.0092464206619490737,0.0263686113527708,0.0072318074149529694]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
Stim194.png,Scatter,3,0.235753290368115,-0.044083236103954,0.00754579753518921,0.0035544545259079,-0.00179838251386079,"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.0097988568582955959,0.28638453205511233,0.30539936671047124],[0.13256401973702697,-0.19164599584478328,0.10640832484714743]],'Sigma':[[[0.054151141323978365,0.037646713197652969,0.012951484138677683],[-0.028431760570700175,-0.0095994436194839113,-0.0003554711761551071]],[[-0.028431760570700175,-0.0095994436194839113,-0.0003554711761551071],[0.029599129672234024,0.00923040472681351,0.0095958519637976154]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':1,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
